File	KPF	Left Context	Hit	Right Context
The FULL GUIDE to ALL MASSAGE STYLE.txt	6	the person recover and move through. Also, when they're 	going 	through chemotherapy, that system itself can get really bogged 
Unlock Medical Terminology for Mass.txt	6	you might know. Then we have chapter three which is 	going 	through understanding the key subject roots of the musculoskeletal 
Massage Basics Anatomy Overview Pt.txt	6	be say in your kidneys where we have blood vessels 	going 	through very narrow tubes which then squeeze and wring 
Circadia University Body Treatment.txt	6	is facing up and do the exact same thing: brush 	going 	towards the heart and then do circular motions as 
Circadia University Body Treatment.txt	6	around the ankles because they get dry. Do circular motions 	going 	towards the heart on the outside and the inside. 
Unlock Medical Terminology for Mass.txt	4	help you all study in addition to just kind of 	going 	over all of that in these videos.  But what 
Unlock Medical Terminology for Mass.txt	4	find the best answer. And we're going to be 	going 	over that in this webinar.  Why does the Federation 
Benefits of a full-body lymphatic m.txt	3	around the knee as well again same thing i'm 	going 	a little bit quicker on the way up you 
Nervous System Reset Self foot re.txt	3	is thumb walking. It's like a little caterpillar movement 	going 	across. Or if you can't quite figure out 
Benefits of a full-body lymphatic m.txt	3	re going to kind of work up and around still 	going 	around towards that armpit  area if you're in 
Benefits of a full-body lymphatic m.txt	3	have handout  that has diagrams of the directions we're 	going 	as well as the sequencing and steps to follow 
The FULL GUIDE to ALL MASSAGE STYLE.txt	3	they're not synonymous. Okay, so let's go keep 	going 	down the list here.  ### Prenatal Massage Prenatal massage, right? 
Benefits of a full-body lymphatic m.txt	3	we're going to finish back up towards the thigh 	going 	from the knee to the hip crease as you 
Benefits of a full-body lymphatic m.txt	3	lot of the fluid runs and then if we're 	going 	in the front we're kind of working up 
Benefits of a full-body lymphatic m.txt	3	whole hand the base  of the neck and i'm 	going 	or base the ear excuse me and move it 
Unlock Medical Terminology for Mass.txt	3	got like hyper which means having a lot of or 	going 	really fast. There's hypo which is a deficiency 
Unlock Medical Terminology for Mass.txt	3	really fast. There's hypo which is a deficiency or 	going 	slow. And then there's pre which is before. 
Benefits of a full-body lymphatic m.txt	3	had lymph nodes removed for a surgery we're not 	going 	that direction we're  actually going the other but 
Benefits of a full-body lymphatic m.txt	3	surgery we're not going that direction we're  actually 	going 	the other but i have other videos about this 
Massage Basics Anatomy Overview Pt.txt	3	like hyperactive your excessive you're out there you're 	going 	wild and crazy or hypertension referring to blood pressure 
Massage Therapy Dos and Don'ts.txt	3	stripping—or in this case, tendon stripping—as we're 	going 	with the fibers.  Again, just do a few strokes. 
